age;experience_years;daily_work_hours;sleep_hours;caffeine_intake;bugs_per_day;commits_per_day;meetings_per_day;screen_time;exercise_hours;burnout_level
35.0;2.0;5.24;7.75;0.0;6.0;5.0;1.0;7.56;0.12;Low
40.0;3.0;4.5;6.53;2.0;14.0;10.0;8.0;8.53;1.3;Medium
22.0;5.0;9.56;8.51;3.0;16.0;26.0;2.0;10.72;1.97;Medium
41.0;15.0;4.21;6.88;1.0;13.0;5.0;;6.84;;Low
25.0;6.0;5.03;6.23;7.0;10.0;4.0;3.0;8.69;0.51;Medium
33.0;;7.48;7.33;0.0;16.0;14.0;9.0;9.17;0.99;Medium
43.0;19.0;4.44;8.17;6.0;4.0;5.0;6.0;5.92;0.1;Medium
37.0;10.0;8.0;5.41;5.0;13.0;29.0;6.0;10.56;1.06;Medium
36.0;0.0;5.3;4.54;4.0;16.0;20.0;5.0;7.45;0.2;High
23.0;4.0;7.5;6.17;3.0;19.0;15.0;7.0;11.1;1.59;Medium
42.0;12.0;11.91;5.07;6.0;1.0;17.0;5.0;16.79;0.11;Medium
34.0;13.0;10.26;6.15;2.0;6.0;20.0;8.0;11.28;0.02;
30.0;8.0;8.45;;4.0;;0.0;4.0;13.06;1.72;Low
22.0;16.0;4.92;6.87;1.0;7.0;2.0;2.0;7.65;1.89;Low
22.0;14.0;10.19;7.47;4.0;0.0;29.0;4.0;13.85;0.17;Medium
;6.0;5.64;7.39;6.0;9.0;22.0;3.0;10.04;0.56;Low
24.0;11.0;4.77;8.1;6.0;0.0;19.0;2.0;8.06;1.48;Low
40.0;5.0;10.64;8.72;2.0;0.0;23.0;0.0;12.03;1.08;Low
29.0;15.0;13.12;7.29;1.0;3.0;2.0;7.0;14.68;1.9;Medium
38.0;4.0;8.61;6.38;2.0;16.0;6.0;3.0;12.77;0.78;Medium
44.0;8.0;4.41;5.59;6.0;4.0;13.0;2.0;6.33;0.01;Low
23.0;13.0;12.8;5.8;0.0;13.0;17.0;3.0;16.08;0.04;High
38.0;7.0;4.67;5.67;2.0;5.0;29.0;0.0;7.38;1.13;Low
30.0;13.0;12.68;5.62;7.0;6.0;23.0;5.0;14.89;1.5;High
21.0;11.0;7.92;7.47;4.0;7.0;14.0;2.0;12.07;1.58;Low
;9.0;7.65;6.94;6.0;17.0;12.0;7.0;11.57;1.82;Medium
30.0;19.0;9.43;5.01;0.0;3.0;18.0;9.0;13.01;0.46;Low
44.0;19.0;13.57;8.85;0.0;2.0;28.0;4.0;16.06;1.48;Medium
39.0;12.0;12.99;6.14;3.0;3.0;21.0;8.0;14.9;1.65;Medium
35.0;18.0;8.7;6.83;4.0;15.0;1.0;8.0;11.76;1.67;Medium
38.0;14.0;10.96;7.51;4.0;12.0;6.0;1.0;15.23;0.82;Medium
42.0;7.0;9.8;7.07;1.0;10.0;12.0;4.0;13.1;1.25;Medium
43.0;9.0;10.93;5.56;2.0;10.0;3.0;6.0;15.81;1.1;Medium
30.0;2.0;12.29;7.99;5.0;4.0;5.0;6.0;13.35;1.19;Medium
33.0;2.0;4.34;4.55;2.0;19.0;17.0;9.0;9.33;0.56;High
21.0;4.0;7.26;6.84;4.0;0.0;18.0;2.0;11.03;1.37;Low
42.0;15.0;13.59;;2.0;13.0;14.0;6.0;17.92;1.42;High
24.0;16.0;13.49;7.08;4.0;19.0;2.0;6.0;15.83;0.39;High
24.0;5.0;4.11;5.09;6.0;18.0;19.0;3.0;7.14;0.89;Medium
38.0;19.0;6.01;7.86;0.0;4.0;16.0;6.0;10.2;0.84;Low
40.0;19.0;13.94;5.14;2.0;19.0;15.0;7.0;17.98;1.5;High
31.0;15.0;8.93;8.45;6.0;5.0;12.0;2.0;11.27;1.33;Low
37.0;1.0;9.73;8.31;2.0;18.0;21.0;;12.03;0.95;Medium
23.0;19.0;5.66;5.81;4.0;11.0;26.0;8.0;9.31;1.31;Medium
41.0;14.0;12.94;5.93;6.0;13.0;21.0;6.0;17.67;0.53;High
36.0;17.0;6.31;7.51;4.0;16.0;19.0;0.0;9.07;0.46;Medium
29.0;0.0;5.9;4.45;1.0;6.0;7.0;9.0;8.31;0.48;Medium
39.0;18.0;6.28;4.4;2.0;0.0;20.0;9.0;10.86;0.06;High
25.0;11.0;13.2;4.68;3.0;16.0;25.0;8.0;16.93;1.38;High
44.0;7.0;11.03;6.81;7.0;5.0;13.0;4.0;13.58;1.97;Medium
33.0;5.0;11.69;4.75;4.0;3.0;3.0;1.0;12.92;0.62;High
30.0;11.0;7.77;5.39;3.0;;6.0;6.0;11.66;1.86;Medium
30.0;6.0;13.09;7.23;0.0;7.0;9.0;8.0;15.5;1.21;Medium
37.0;17.0;11.89;4.08;0.0;17.0;14.0;;;0.45;High
42.0;13.0;11.51;4.9;7.0;19.0;25.0;3.0;14.96;0.02;High
41.0;7.0;13.71;8.65;3.0;12.0;15.0;8.0;16.0;1.45;High
37.0;19.0;7.66;7.32;5.0;7.0;7.0;1.0;10.01;1.39;Low
43.0;13.0;10.11;5.53;0.0;15.0;1.0;3.0;13.03;0.46;Medium
42.0;4.0;13.1;4.23;3.0;4.0;28.0;4.0;16.97;0.67;Medium
30.0;8.0;11.91;6.93;1.0;2.0;16.0;3.0;;1.8;Medium
40.0;7.0;9.63;5.11;1.0;12.0;5.0;6.0;10.95;0.31;High
31.0;1.0;4.76;8.8;0.0;14.0;15.0;5.0;7.46;1.67;Low
24.0;15.0;10.53;7.43;6.0;3.0;1.0;8.0;11.75;0.34;Medium
42.0;;9.27;8.87;3.0;2.0;26.0;3.0;13.06;0.96;Low
28.0;6.0;5.84;8.24;3.0;1.0;23.0;8.0;10.68;1.0;Low
44.0;15.0;12.82;6.42;7.0;3.0;28.0;0.0;16.46;0.94;Medium
28.0;6.0;7.43;7.35;7.0;5.0;20.0;5.0;9.53;0.58;Low
;13.0;7.87;8.06;3.0;3.0;17.0;6.0;9.6;0.51;Low
29.0;13.0;10.72;6.89;7.0;;10.0;8.0;12.65;1.47;High
41.0;11.0;8.89;4.31;5.0;6.0;11.0;0.0;10.78;0.55;Medium
38.0;0.0;4.89;6.35;0.0;17.0;4.0;0.0;7.15;1.22;Medium
20.0;0.0;7.87;4.65;5.0;9.0;1.0;1.0;9.26;1.69;
26.0;11.0;4.94;7.57;3.0;16.0;21.0;;9.52;1.67;Medium
23.0;19.0;5.91;7.4;4.0;3.0;23.0;2.0;10.45;0.33;Low
20.0;;4.07;8.96;3.0;18.0;17.0;5.0;7.53;1.31;Medium
34.0;3.0;5.81;7.14;4.0;6.0;21.0;1.0;7.06;1.2;Low
27.0;6.0;7.3;8.0;1.0;12.0;5.0;9.0;11.52;0.56;Medium
31.0;15.0;9.38;5.34;4.0;2.0;0.0;5.0;10.63;0.78;Medium
41.0;2.0;13.19;5.7;1.0;7.0;8.0;6.0;14.62;0.57;High
41.0;6.0;9.4;8.59;7.0;10.0;14.0;5.0;11.7;1.07;Medium
37.0;5.0;11.06;7.78;0.0;15.0;27.0;1.0;13.79;1.61;Low
34.0;15.0;7.58;7.28;6.0;19.0;7.0;4.0;10.0;1.76;Medium
36.0;7.0;11.52;5.27;6.0;18.0;27.0;9.0;13.18;1.45;High
33.0;5.0;10.2;7.49;5.0;8.0;13.0;5.0;11.65;0.97;Medium
33.0;9.0;8.6;8.43;5.0;9.0;3.0;7.0;13.04;1.92;Medium
37.0;15.0;5.94;5.15;1.0;5.0;6.0;8.0;8.39;1.13;Medium
39.0;10.0;7.04;7.53;1.0;2.0;19.0;4.0;8.91;0.96;
37.0;12.0;10.21;5.97;3.0;19.0;7.0;6.0;13.16;1.71;Medium
35.0;5.0;8.26;4.59;2.0;7.0;9.0;3.0;9.41;0.37;Medium
20.0;0.0;12.89;7.82;1.0;5.0;17.0;9.0;16.29;0.32;Medium
;18.0;6.35;4.84;4.0;7.0;17.0;4.0;8.34;1.57;Medium
30.0;11.0;4.73;5.26;0.0;13.0;18.0;0.0;8.12;1.74;Low
34.0;5.0;9.89;7.91;7.0;7.0;29.0;2.0;13.35;0.15;Medium
31.0;17.0;12.86;7.71;5.0;10.0;3.0;1.0;17.1;1.53;Medium
27.0;12.0;7.65;5.27;4.0;9.0;26.0;5.0;9.57;0.85;Medium
41.0;6.0;10.48;8.7;;9.0;12.0;8.0;13.33;1.41;Medium
39.0;12.0;6.31;5.08;0.0;10.0;5.0;9.0;11.16;0.27;High
25.0;7.0;9.58;8.97;7.0;0.0;20.0;2.0;13.49;1.95;Low
22.0;16.0;11.87;7.69;4.0;14.0;25.0;1.0;16.77;1.76;Medium
43.0;8.0;12.67;5.96;5.0;4.0;12.0;1.0;17.38;0.81;Medium
32.0;19.0;5.05;4.65;1.0;13.0;25.0;5.0;8.49;1.79;Low
32.0;12.0;7.56;5.6;7.0;19.0;22.0;9.0;9.62;1.79;High
21.0;1.0;10.4;4.97;2.0;7.0;21.0;5.0;14.43;0.92;Medium
24.0;3.0;4.35;7.11;1.0;16.0;29.0;;8.14;1.89;Low
36.0;1.0;10.91;5.78;6.0;3.0;15.0;8.0;14.27;1.95;High
25.0;3.0;9.28;5.48;5.0;3.0;19.0;6.0;13.07;0.43;Medium
21.0;17.0;6.89;7.79;3.0;17.0;26.0;6.0;10.34;0.13;High
23.0;4.0;12.15;5.15;4.0;18.0;9.0;0.0;15.23;0.66;
41.0;18.0;6.9;6.93;2.0;2.0;8.0;9.0;9.56;0.98;Low
30.0;9.0;13.91;4.97;4.0;8.0;6.0;9.0;15.09;0.19;High
27.0;17.0;12.16;7.57;3.0;6.0;16.0;1.0;16.62;0.28;Medium
31.0;9.0;11.08;7.13;3.0;1.0;23.0;2.0;15.54;1.94;Low
27.0;4.0;4.61;7.99;3.0;8.0;19.0;4.0;7.99;1.47;Low
30.0;16.0;13.04;4.34;5.0;5.0;6.0;3.0;15.11;1.75;High
41.0;12.0;11.9;5.05;1.0;5.0;26.0;7.0;13.01;1.94;Medium
39.0;16.0;6.29;4.77;5.0;15.0;1.0;;7.3;0.76;Medium
27.0;8.0;7.92;4.95;1.0;1.0;27.0;5.0;9.21;1.38;Low
27.0;11.0;6.69;4.52;2.0;15.0;18.0;8.0;9.13;0.37;High
36.0;13.0;13.84;6.81;3.0;2.0;0.0;1.0;15.59;1.1;Medium
39.0;13.0;12.54;6.97;6.0;15.0;1.0;7.0;14.6;0.42;High
39.0;7.0;13.3;;1.0;11.0;26.0;4.0;17.1;0.32;High
42.0;4.0;11.89;6.09;0.0;2.0;4.0;9.0;16.73;0.2;Medium
35.0;18.0;8.56;6.66;6.0;10.0;17.0;5.0;10.39;1.16;Medium
33.0;13.0;6.05;8.96;0.0;10.0;28.0;2.0;8.91;1.9;Low
30.0;8.0;6.08;6.66;1.0;15.0;5.0;7.0;11.05;0.24;Medium
26.0;6.0;5.52;6.87;6.0;4.0;5.0;1.0;10.25;1.0;Low
;7.0;9.47;8.98;6.0;19.0;21.0;0.0;11.88;1.37;Medium
32.0;13.0;13.2;8.97;2.0;7.0;27.0;0.0;15.48;0.99;Low
34.0;13.0;13.92;6.12;4.0;10.0;26.0;7.0;15.89;1.82;High
43.0;10.0;6.87;7.17;5.0;10.0;15.0;1.0;8.49;0.33;Low
35.0;13.0;10.97;6.4;7.0;17.0;15.0;4.0;13.81;0.05;High
40.0;7.0;9.97;7.6;3.0;18.0;29.0;1.0;12.33;0.77;Medium
42.0;2.0;8.89;8.69;1.0;9.0;2.0;3.0;12.87;1.11;Medium
43.0;17.0;;5.55;2.0;3.0;26.0;8.0;12.61;0.51;Medium
28.0;2.0;7.71;8.09;7.0;9.0;2.0;1.0;11.66;0.34;Low
22.0;12.0;;7.27;6.0;13.0;25.0;3.0;15.59;1.61;High
38.0;11.0;11.05;5.4;5.0;5.0;22.0;9.0;14.42;0.38;High
39.0;14.0;11.54;7.99;4.0;4.0;28.0;4.0;15.09;0.89;Medium
24.0;17.0;6.42;6.14;2.0;14.0;28.0;9.0;10.11;1.91;Medium
29.0;4.0;5.69;4.6;4.0;4.0;3.0;9.0;7.39;1.23;Medium
36.0;6.0;7.94;8.97;0.0;5.0;5.0;4.0;10.07;1.0;Low
34.0;10.0;11.67;6.13;5.0;18.0;27.0;4.0;13.65;0.72;High
42.0;10.0;13.39;6.71;5.0;19.0;;9.0;16.69;1.04;High
44.0;14.0;8.27;8.04;4.0;16.0;2.0;9.0;9.57;1.47;High
27.0;9.0;11.74;;0.0;13.0;24.0;1.0;14.81;1.65;Medium
34.0;;8.7;8.36;7.0;10.0;8.0;7.0;10.05;1.3;Medium
40.0;12.0;6.95;6.63;3.0;13.0;2.0;4.0;9.3;1.58;Medium
33.0;;11.39;6.73;1.0;4.0;5.0;5.0;15.14;0.18;Medium
39.0;16.0;11.98;5.4;6.0;12.0;20.0;7.0;14.63;0.03;High
26.0;;6.03;6.31;0.0;11.0;19.0;7.0;8.15;1.47;Low
40.0;9.0;7.05;8.73;2.0;18.0;23.0;9.0;10.51;0.52;High
42.0;0.0;8.95;7.63;4.0;;25.0;6.0;12.91;1.76;
31.0;0.0;5.87;4.06;5.0;12.0;8.0;7.0;7.89;1.07;Medium
36.0;14.0;13.29;4.58;2.0;14.0;14.0;9.0;15.49;0.96;High
36.0;15.0;9.91;8.62;5.0;19.0;27.0;6.0;;1.55;High
29.0;11.0;5.21;8.24;0.0;12.0;8.0;9.0;10.07;1.48;Low
38.0;5.0;5.84;6.43;5.0;3.0;4.0;5.0;7.7;1.41;Low
33.0;5.0;13.54;7.08;6.0;8.0;20.0;4.0;17.16;1.38;High
30.0;11.0;11.38;5.45;7.0;18.0;26.0;4.0;16.01;1.03;High
21.0;14.0;11.34;7.96;5.0;19.0;15.0;7.0;14.19;1.85;High
37.0;3.0;4.72;7.02;6.0;6.0;2.0;0.0;6.99;1.78;Low
26.0;3.0;12.95;7.47;5.0;14.0;8.0;1.0;16.62;0.66;High
31.0;1.0;8.44;5.87;5.0;;16.0;0.0;9.57;1.61;Low
21.0;11.0;10.6;6.15;7.0;13.0;27.0;9.0;13.04;1.78;High
39.0;6.0;13.6;5.04;6.0;13.0;2.0;6.0;;1.24;High
37.0;19.0;5.0;8.74;6.0;8.0;6.0;8.0;6.9;1.11;Medium
25.0;8.0;8.82;8.73;2.0;15.0;6.0;6.0;10.54;1.34;Medium
43.0;8.0;4.5;8.09;4.0;1.0;20.0;8.0;8.45;0.33;Low
29.0;7.0;9.0;8.68;1.0;13.0;5.0;3.0;;0.17;Low
39.0;13.0;6.52;7.33;7.0;3.0;19.0;6.0;9.06;1.64;Low
34.0;0.0;13.11;5.17;2.0;2.0;7.0;9.0;14.31;1.15;Medium
24.0;11.0;7.98;7.8;3.0;2.0;3.0;9.0;11.86;0.25;Medium
39.0;1.0;10.34;5.63;4.0;10.0;;6.0;13.49;0.83;Medium
22.0;12.0;;6.2;;4.0;14.0;9.0;16.49;0.6;Medium
24.0;3.0;13.84;5.37;7.0;15.0;5.0;9.0;;1.75;High
44.0;19.0;9.04;6.12;6.0;18.0;15.0;1.0;13.66;1.01;High
27.0;17.0;8.56;7.4;3.0;8.0;4.0;1.0;10.12;1.16;Medium
27.0;18.0;4.76;4.55;6.0;10.0;11.0;7.0;6.44;0.47;High
27.0;15.0;4.13;4.53;6.0;11.0;13.0;1.0;6.5;1.6;Low
31.0;13.0;10.09;7.42;0.0;7.0;25.0;0.0;13.06;1.86;Low
43.0;7.0;4.65;7.9;3.0;13.0;5.0;0.0;9.35;1.58;Low
42.0;11.0;7.8;6.76;0.0;16.0;2.0;0.0;12.43;;Medium
27.0;8.0;4.04;4.91;1.0;19.0;28.0;5.0;8.53;1.67;Medium
30.0;5.0;10.15;6.15;0.0;14.0;18.0;4.0;12.04;0.38;High
33.0;17.0;8.25;7.79;6.0;14.0;9.0;6.0;12.17;0.23;High
27.0;1.0;5.27;7.43;7.0;11.0;6.0;2.0;7.8;0.88;Medium
43.0;7.0;6.96;4.55;1.0;;12.0;4.0;11.68;0.36;Medium
29.0;13.0;9.7;8.85;1.0;11.0;0.0;1.0;11.56;0.52;Low
26.0;5.0;10.57;5.12;5.0;18.0;0.0;8.0;12.14;1.17;High
36.0;9.0;8.62;5.1;5.0;11.0;16.0;8.0;12.99;0.81;Medium
23.0;7.0;12.04;6.3;3.0;10.0;21.0;3.0;15.91;1.73;Medium
32.0;16.0;5.12;5.64;6.0;5.0;3.0;1.0;9.41;0.45;Low
23.0;11.0;4.85;8.92;1.0;7.0;;9.0;6.48;1.99;
24.0;16.0;4.44;4.38;6.0;10.0;5.0;7.0;8.98;0.72;Medium
41.0;12.0;9.36;5.53;0.0;2.0;29.0;3.0;13.07;1.03;Low
23.0;18.0;11.06;5.91;2.0;15.0;13.0;4.0;14.67;0.26;High
37.0;11.0;5.31;6.47;5.0;5.0;14.0;3.0;8.64;1.16;Medium
25.0;;10.39;4.08;4.0;8.0;0.0;1.0;14.45;1.92;Medium
43.0;4.0;8.77;4.41;4.0;;;5.0;11.43;1.5;Medium
43.0;15.0;13.87;5.29;0.0;5.0;15.0;0.0;15.4;0.49;
42.0;5.0;11.17;6.77;5.0;4.0;3.0;7.0;14.33;0.89;Medium
41.0;10.0;10.57;;2.0;0.0;1.0;0.0;14.56;0.85;Low
21.0;16.0;9.7;7.43;7.0;2.0;0.0;4.0;11.31;0.2;High
42.0;13.0;13.97;;6.0;2.0;12.0;8.0;15.87;1.77;Medium
30.0;5.0;13.8;5.99;1.0;11.0;15.0;0.0;17.59;0.76;Medium
;10.0;9.38;8.35;5.0;3.0;7.0;9.0;11.46;0.99;Medium
24.0;11.0;8.55;6.3;0.0;15.0;21.0;6.0;10.23;0.58;Medium
25.0;12.0;8.62;5.5;6.0;10.0;3.0;6.0;13.18;0.3;High
29.0;3.0;8.28;7.15;1.0;7.0;1.0;4.0;9.92;1.8;Low
27.0;6.0;9.31;7.46;5.0;8.0;27.0;3.0;11.69;0.07;Medium
33.0;1.0;6.74;5.99;3.0;13.0;12.0;8.0;9.45;0.8;High
43.0;5.0;13.27;4.14;2.0;14.0;4.0;4.0;16.17;1.46;High
22.0;5.0;8.9;4.47;4.0;18.0;24.0;0.0;11.35;0.62;High
31.0;17.0;12.42;8.23;0.0;8.0;22.0;8.0;17.07;0.89;Medium
35.0;19.0;8.75;4.28;;16.0;19.0;4.0;12.38;1.13;High
;7.0;11.18;6.96;6.0;8.0;20.0;8.0;13.62;1.99;Medium
36.0;7.0;7.37;4.92;1.0;2.0;23.0;7.0;9.8;1.52;Low
20.0;7.0;10.25;5.14;1.0;15.0;26.0;9.0;13.26;1.93;High
42.0;7.0;8.98;5.37;3.0;12.0;12.0;6.0;10.11;1.39;Medium
29.0;0.0;7.67;4.19;7.0;16.0;4.0;5.0;12.38;0.54;High
44.0;1.0;12.82;4.89;1.0;3.0;15.0;8.0;14.71;0.57;High
42.0;11.0;5.13;7.25;1.0;8.0;27.0;3.0;8.92;1.64;Low
29.0;14.0;8.87;6.49;6.0;8.0;5.0;;12.98;0.86;Medium
40.0;3.0;5.94;7.99;7.0;17.0;15.0;0.0;10.25;0.74;Medium
43.0;2.0;12.61;4.31;4.0;13.0;28.0;6.0;14.27;1.89;High
21.0;13.0;6.53;;4.0;19.0;25.0;5.0;9.68;0.03;Medium
28.0;7.0;10.33;8.98;0.0;2.0;21.0;6.0;11.66;1.05;Low
41.0;12.0;5.66;4.08;0.0;3.0;23.0;0.0;9.88;1.55;Low
32.0;18.0;8.05;8.84;1.0;0.0;12.0;6.0;11.0;1.47;Low
44.0;4.0;12.99;5.18;5.0;17.0;10.0;6.0;14.62;0.74;High
35.0;12.0;5.66;7.46;2.0;3.0;20.0;7.0;9.53;1.07;Low
37.0;19.0;10.63;5.46;0.0;9.0;0.0;1.0;12.95;0.01;Medium
38.0;0.0;6.05;6.61;1.0;3.0;3.0;0.0;7.51;1.07;Low
31.0;15.0;8.16;6.55;5.0;16.0;2.0;0.0;11.0;1.18;Medium
27.0;1.0;9.41;5.81;5.0;7.0;17.0;7.0;11.35;1.75;Medium
36.0;6.0;9.77;7.59;4.0;18.0;22.0;;14.57;0.42;Medium
34.0;5.0;10.03;7.0;5.0;8.0;15.0;8.0;12.48;1.65;Medium
29.0;4.0;10.4;6.54;3.0;15.0;12.0;1.0;13.69;1.44;Medium
34.0;3.0;6.72;8.91;4.0;14.0;12.0;3.0;11.51;1.33;
34.0;1.0;8.01;8.7;4.0;19.0;6.0;7.0;10.58;0.79;High
42.0;9.0;4.37;8.78;3.0;15.0;23.0;5.0;6.8;0.73;Low
26.0;4.0;11.69;8.41;6.0;11.0;14.0;1.0;13.34;1.41;Medium
32.0;17.0;12.37;5.28;6.0;17.0;25.0;9.0;17.12;1.98;High
36.0;9.0;5.99;5.75;4.0;6.0;14.0;1.0;10.19;0.81;Low
28.0;14.0;6.01;5.16;0.0;15.0;4.0;6.0;7.89;1.84;Medium
27.0;8.0;4.42;8.93;4.0;18.0;16.0;8.0;6.75;1.17;Medium
39.0;10.0;13.7;4.76;3.0;5.0;21.0;7.0;18.36;1.74;High
40.0;16.0;12.07;5.83;1.0;5.0;21.0;1.0;15.22;0.43;Medium
;8.0;7.61;5.0;7.0;5.0;10.0;2.0;10.84;1.52;Low
32.0;15.0;8.82;5.12;1.0;14.0;23.0;7.0;12.41;1.67;Medium
35.0;5.0;6.92;5.24;1.0;1.0;12.0;3.0;10.97;1.66;Low
28.0;10.0;9.97;7.2;6.0;8.0;9.0;5.0;14.73;1.57;Medium
31.0;16.0;11.17;4.38;3.0;7.0;14.0;1.0;15.38;0.61;Medium
31.0;;;6.86;3.0;6.0;1.0;0.0;13.21;1.04;Low
25.0;14.0;12.74;8.1;0.0;15.0;10.0;5.0;17.02;0.6;High
38.0;0.0;9.17;7.83;3.0;14.0;;7.0;10.36;0.69;Medium
26.0;19.0;;4.76;5.0;8.0;10.0;4.0;6.91;0.6;Medium
44.0;0.0;10.22;8.57;1.0;19.0;28.0;0.0;14.76;0.57;Medium
22.0;8.0;8.62;7.85;3.0;14.0;21.0;9.0;9.73;1.39;Medium
35.0;11.0;13.36;4.03;2.0;1.0;0.0;1.0;17.54;1.3;Medium
;3.0;7.92;7.69;6.0;19.0;24.0;2.0;12.32;0.41;Medium
35.0;12.0;8.03;7.69;4.0;13.0;7.0;1.0;10.69;1.38;Low
42.0;6.0;10.51;6.48;0.0;10.0;25.0;8.0;12.93;0.58;Medium
26.0;7.0;9.27;4.23;1.0;2.0;16.0;9.0;11.05;0.4;Medium
23.0;12.0;7.74;6.9;7.0;1.0;7.0;1.0;8.94;1.49;Low
44.0;10.0;13.9;7.83;5.0;17.0;12.0;2.0;17.88;0.73;High
27.0;8.0;7.02;5.35;5.0;13.0;22.0;8.0;;1.14;Medium
32.0;15.0;6.78;7.34;7.0;4.0;4.0;2.0;11.56;0.4;Low
32.0;9.0;12.64;5.77;1.0;11.0;28.0;7.0;14.83;1.23;High
36.0;10.0;4.03;6.87;5.0;13.0;5.0;7.0;8.21;0.42;Medium
36.0;11.0;;5.92;2.0;5.0;19.0;2.0;7.25;0.33;Low
24.0;13.0;9.9;5.52;0.0;7.0;24.0;9.0;13.05;0.77;High
25.0;18.0;5.62;;6.0;6.0;24.0;9.0;8.02;1.58;Medium
38.0;11.0;13.86;7.77;4.0;6.0;28.0;2.0;14.98;0.35;High
32.0;17.0;8.64;5.73;0.0;11.0;25.0;7.0;12.26;0.23;Medium
44.0;16.0;9.97;6.17;0.0;6.0;13.0;2.0;14.74;0.06;Medium
33.0;2.0;5.6;7.46;6.0;11.0;16.0;3.0;6.64;0.83;Low
41.0;0.0;6.89;8.06;7.0;15.0;15.0;;8.97;0.56;Medium
23.0;18.0;10.15;7.42;1.0;6.0;27.0;6.0;13.96;0.58;Medium
26.0;3.0;9.5;6.7;7.0;7.0;8.0;0.0;13.99;;Medium
27.0;15.0;11.84;8.77;3.0;;18.0;7.0;13.6;0.39;Medium
44.0;11.0;6.69;7.87;4.0;12.0;27.0;2.0;7.97;0.92;Low
32.0;12.0;10.54;4.58;0.0;18.0;1.0;6.0;11.57;1.97;High
25.0;16.0;6.91;6.79;2.0;0.0;;9.0;8.77;0.06;Medium
25.0;7.0;9.87;6.05;6.0;17.0;19.0;2.0;11.16;1.39;Medium
43.0;12.0;10.05;7.97;;6.0;8.0;8.0;12.49;0.74;Medium
40.0;19.0;5.22;4.22;3.0;16.0;3.0;9.0;7.98;1.81;Medium
22.0;4.0;9.49;6.05;3.0;14.0;4.0;4.0;12.41;1.82;Medium
22.0;17.0;4.12;5.59;1.0;18.0;5.0;2.0;5.69;0.77;Medium
32.0;14.0;9.01;4.71;0.0;3.0;19.0;;11.87;0.44;Low
41.0;11.0;10.98;;6.0;16.0;;3.0;12.02;0.86;High
21.0;16.0;4.73;7.36;5.0;6.0;12.0;4.0;6.69;1.93;Low
35.0;14.0;13.39;5.81;7.0;15.0;17.0;4.0;15.87;0.56;High
41.0;1.0;8.59;6.9;1.0;16.0;2.0;7.0;10.06;1.96;Medium
25.0;5.0;13.38;6.96;5.0;19.0;19.0;9.0;17.64;;High
27.0;16.0;5.07;6.94;3.0;14.0;4.0;5.0;6.87;0.53;Medium
42.0;15.0;13.5;6.65;3.0;8.0;12.0;4.0;17.52;1.58;High
27.0;;5.09;4.58;2.0;12.0;9.0;1.0;7.99;0.1;
44.0;19.0;8.61;5.09;2.0;6.0;25.0;4.0;11.53;1.1;Medium
25.0;8.0;13.38;8.0;3.0;18.0;2.0;6.0;16.96;0.71;High
33.0;4.0;6.33;6.51;2.0;10.0;10.0;2.0;7.51;0.85;Medium
22.0;0.0;4.35;7.53;2.0;7.0;0.0;6.0;5.67;0.95;Medium
29.0;5.0;11.93;6.85;2.0;16.0;26.0;0.0;14.24;1.01;High
22.0;13.0;9.96;4.19;3.0;3.0;26.0;5.0;12.63;1.31;Medium
31.0;16.0;9.14;7.98;0.0;3.0;14.0;0.0;11.86;1.39;Low
36.0;18.0;4.34;4.32;0.0;17.0;23.0;6.0;8.05;1.95;Low
24.0;0.0;10.53;8.72;6.0;16.0;23.0;5.0;11.53;1.53;Medium
39.0;0.0;5.72;5.08;4.0;2.0;28.0;9.0;10.56;1.38;Medium
44.0;12.0;13.31;6.56;2.0;8.0;3.0;0.0;15.01;0.78;Medium
28.0;13.0;10.86;4.32;0.0;5.0;14.0;;12.85;0.24;Medium
40.0;5.0;11.07;8.47;4.0;1.0;6.0;;15.69;0.12;Low
39.0;5.0;6.33;8.9;1.0;11.0;14.0;6.0;7.35;0.96;Low
26.0;0.0;12.81;4.73;2.0;14.0;3.0;0.0;17.78;1.34;Medium
41.0;13.0;9.38;5.48;0.0;8.0;29.0;7.0;10.52;1.3;Medium
23.0;2.0;12.57;4.08;0.0;1.0;2.0;7.0;14.05;1.91;Medium
32.0;9.0;6.71;7.93;5.0;11.0;22.0;8.0;8.67;0.76;Medium
32.0;18.0;11.55;5.56;0.0;15.0;13.0;;14.3;1.26;Medium
29.0;18.0;9.75;6.94;5.0;6.0;5.0;5.0;12.82;1.78;Medium
37.0;18.0;4.48;4.2;4.0;0.0;0.0;9.0;5.9;0.81;Medium
36.0;3.0;8.05;7.58;5.0;6.0;8.0;4.0;9.34;0.96;Low
39.0;19.0;5.84;6.65;1.0;2.0;11.0;5.0;6.97;1.85;Low
39.0;18.0;7.59;7.62;7.0;19.0;17.0;4.0;9.62;1.1;Medium
32.0;9.0;7.83;7.95;6.0;4.0;28.0;0.0;12.52;1.6;Low
36.0;1.0;8.75;4.45;7.0;2.0;2.0;1.0;11.31;1.87;Low
41.0;3.0;10.0;6.89;2.0;14.0;20.0;2.0;14.06;1.14;Medium
23.0;5.0;9.71;7.25;;5.0;;6.0;11.47;0.22;Medium
20.0;6.0;4.39;6.58;6.0;14.0;2.0;9.0;5.65;1.64;Medium
